crop,location,year,month,season,avg_market_price,prev_demand,festival_flag,rainfall_mm,temperature_c,demand_kg
Onion,Pune,2023,9,Monsoon,29.91,6414,0,140.3,35.2,7415.0
Onion,Pune,2023,10,Autumn,27.52,7415,1,90.1,38.6,9380.0
Onion,Pune,2023,11,Autumn,31.64,9380,1,38.5,38.7,9029.0
Onion,Pune,2023,12,Winter,28.44,9029,0,0.0,38.0,7182.0
Onion,Pune,2024,1,Winter,30.96,7182,0,39.3,31.6,5337.0
Onion,Pune,2024,2,Winter,35.64,5337,0,19.1,29.5,4278.0
Onion,Pune,2024,3,Summer,34.91,4278,0,27.4,25.7,2713.0
Onion,Pune,2024,4,Summer,35.78,2713,0,32.9,20.5,2649.0
Onion,Pune,2024,5,Summer,34.92,2649,0,69.8,20.7,1681.0
Onion,Pune,2024,6,Monsoon,33.61,1681,0,151.8,22.0,3352.0
Onion,Pune,2024,7,Monsoon,32.56,3352,0,192.7,23.8,4636.0
Onion,Pune,2024,8,Monsoon,33.28,4636,0,195.6,30.2,5609.0
Onion,Pune,2024,9,Monsoon,28.72,5609,0,149.9,36.4,7198.0
Onion,Pune,2024,10,Autumn,29.63,7198,1,57.8,37.2,9051.0
Onion,Pune,2024,11,Autumn,29.51,9051,1,47.6,37.1,8837.0
Onion,Pune,2024,12,Winter,31.79,8837,0,45.9,37.1,6956.0
Onion,Bangalore,2022,1,Winter,34.29,5980,0,5.8,34.1,6317.0
Onion,Bangalore,2022,2,Winter,30.55,6317,0,7.2,31.0,4210.0
Onion,Bangalore,2022,3,Summer,33.82,4210,0,35.3,27.2,3152.0
Onion,Bangalore,2022,4,Summer,33.14,3152,0,17.5,23.3,2620.0
Onion,Bangalore,2022,5,Summer,33.87,2620,0,42.3,21.2,2492.0
Onion,Bangalore,2022,6,Monsoon,32.77,2492,0,156.9,22.7,4107.0
Onion,Bangalore,2022,7,Monsoon,30.1,4107,0,183.4,23.1,5805.0
Onion,Bangalore,2022,8,Monsoon,27.42,5805,0,185.7,29.0,7836.0
Onion,Bangalore,2022,9,Monsoon,30.69,7836,0,159.7,35.7,8682.0
Onion,Bangalore,2022,10,Autumn,28.5,8682,1,62.9,37.5,11557.0
Onion,Bangalore,2022,11,Autumn,29.99,11557,1,28.3,38.3,10533.0
Onion,Bangalore,2022,12,Winter,30.67,10533,0,42.6,36.8,8671.0
Onion,Bangalore,2023,1,Winter,31.82,8671,0,25.8,34.6,6564.0
Onion,Bangalore,2023,2,Winter,34.77,6564,0,11.3,29.3,4710.0
Onion,Bangalore,2023,3,Summer,34.9,4710,0,8.2,24.7,3647.0
Onion,Bangalore,2023,4,Summer,34.4,3647,0,28.4,21.8,2607.0
Onion,Bangalore,2023,5,Summer,34.58,2607,0,62.7,22.5,2539.0
Onion,Bangalore,2023,6,Monsoon,35.12,2539,0,134.4,22.4,3037.0
Onion,Bangalore,2023,7,Monsoon,30.91,3037,0,198.0,23.4,5052.0
Onion,Bangalore,2023,8,Monsoon,30.91,5052,0,187.6,29.2,6694.0
Onion,Bangalore,2023,9,Monsoon,31.3,6694,0,125.3,35.7,8481.0
Onion,Bangalore,2023,10,Autumn,30.95,8481,1,43.5,38.2,10098.0
Onion,Bangalore,2023,11,Autumn,32.82,10098,1,20.1,38.8,11114.0
Onion,Bangalore,2023,12,Winter,29.62,11114,0,0.0,41.5,8826.0
Onion,Bangalore,2024,1,Winter,33.44,8826,0,34.6,33.0,6522.0
Onion,Bangalore,2024,2,Winter,35.36,6522,0,28.3,30.3,4743.0
Onion,Bangalore,2024,3,Summer,35.17,4743,0,17.5,27.1,3665.0
Onion,Bangalore,2024,4,Summer,33.81,3665,0,10.0,20.6,2642.0
Onion,Bangalore,2024,5,Summer,34.14,2642,0,78.4,22.5,3430.0
Onion,Bangalore,2024,6,Monsoon,32.53,3430,0,167.8,22.6,4599.0
Onion,Bangalore,2024,7,Monsoon,32.28,4599,0,193.0,25.7,5203.0
Onion,Bangalore,2024,8,Monsoon,30.73,5203,0,171.8,30.9,8034.0
Onion,Bangalore,2024,9,Monsoon,31.86,8034,0,131.0,32.6,9039.0
Onion,Bangalore,2024,10,Autumn,28.32,9039,1,67.6,38.7,10464.0
Onion,Bangalore,2024,11,Autumn,31.31,10464,1,3.9,36.2,9767.0
Onion,Bangalore,2024,12,Winter,30.66,9767,0,0.2,37.0,8240.0
Onion,Kolkata,2022,1,Winter,31.9,5720,0,24.6,35.8,6039.0
Onion,Kolkata,2022,2,Winter,32.44,6039,0,20.0,30.5,4612.0
Onion,Kolkata,2022,3,Summer,31.21,4612,0,14.0,25.0,3560.0
Onion,Kolkata,2022,4,Summer,31.66,3560,0,18.6,21.2,2413.0
Onion,Kolkata,2022,5,Summer,31.15,2413,0,81.3,21.1,3146.0
Onion,Kolkata,2022,6,Monsoon,33.15,3146,0,138.9,20.1,3622.0
Onion,Kolkata,2022,7,Monsoon,32.45,3622,0,187.7,25.6,5086.0
Onion,Kolkata,2022,8,Monsoon,29.29,5086,0,175.9,30.8,7361.0
Onion,Kolkata,2022,9,Monsoon,29.83,7361,0,147.3,31.1,8776.0
Onion,Kolkata,2022,10,Autumn,27.67,8776,1,90.2,40.5,10615.0
Onion,Kolkata,2022,11,Autumn,27.55,10615,1,9.2,39.3,10183.0
Onion,Kolkata,2022,12,Winter,31.09,10183,0,9.9,39.1,8033.0
Onion,Kolkata,2023,1,Winter,30.76,8033,0,0.0,34.0,6568.0
Onion,Kolkata,2023,2,Winter,31.64,6568,0,37.7,31.6,3785.0
Onion,Kolkata,2023,3,Summer,32.8,3785,0,0.0,27.6,2891.0
Onion,Kolkata,2023,4,Summer,33.63,2891,0,44.6,24.1,2486.0
Onion,Kolkata,2023,5,Summer,35.6,2486,0,64.6,21.3,2862.0
Onion,Kolkata,2023,6,Monsoon,31.06,2862,0,158.2,24.0,4067.0
Onion,Kolkata,2023,7,Monsoon,28.82,4067,0,189.4,21.7,4978.0
Onion,Kolkata,2023,8,Monsoon,31.16,4978,0,201.8,30.2,7275.0
Onion,Kolkata,2023,9,Monsoon,30.67,7275,0,128.2,34.5,7809.0
Onion,Kolkata,2023,10,Autumn,31.97,7809,1,67.0,35.4,9663.0
Onion,Kolkata,2023,11,Autumn,31.68,9663,1,50.5,39.0,9991.0
Onion,Kolkata,2023,12,Winter,31.07,9991,0,19.5,36.9,8000.0
Onion,Kolkata,2024,1,Winter,31.9,8000,0,8.2,34.3,7007.0
Onion,Kolkata,2024,2,Winter,33.41,7007,0,18.7,32.3,4857.0
Onion,Kolkata,2024,3,Summer,34.65,4857,0,0.2,24.8,3890.0
Onion,Kolkata,2024,4,Summer,35.51,3890,0,23.3,24.3,3324.0
Onion,Kolkata,2024,5,Summer,33.68,3324,0,65.7,24.6,2737.0
Onion,Kolkata,2024,6,Monsoon,34.83,2737,0,129.1,25.7,3529.0
Onion,Kolkata,2024,7,Monsoon,35.51,3529,0,212.6,26.5,4399.0
Onion,Kolkata,2024,8,Monsoon,29.06,4399,0,189.9,29.3,6909.0
Onion,Kolkata,2024,9,Monsoon,34.45,6909,0,143.2,35.6,7700.0
Onion,Kolkata,2024,10,Autumn,32.28,7700,1,60.3,38.0,9663.0
Onion,Kolkata,2024,11,Autumn,31.68,9663,1,10.5,40.6,9308.0
Onion,Kolkata,2024,12,Winter,32.39,9308,0,1.6,40.0,7409.0
Onion,Patna,2022,1,Winter,31.88,3900,0,17.4,34.5,3511.0
Onion,Patna,2022,2,Winter,31.58,3511,0,7.4,30.4,3097.0
Onion,Patna,2022,3,Summer,33.89,3097,0,1.6,26.0,2314.0
Onion,Patna,2022,4,Summer,31.42,2314,0,22.1,22.1,1873.0
Onion,Patna,2022,5,Summer,31.11,1873,0,85.5,20.8,1885.0
Onion,Patna,2022,6,Monsoon,32.4,1885,0,150.3,21.6,2637.0
Onion,Patna,2022,7,Monsoon,32.24,2637,0,207.2,27.6,3250.0
Onion,Patna,2022,8,Monsoon,29.34,3250,0,180.3,29.9,4255.0
Onion,Patna,2022,9,Monsoon,28.39,4255,0,140.7,33.8,5320.0
Onion,Patna,2022,10,Autumn,32.56,5320,1,84.3,38.1,6740.0
Onion,Patna,2022,11,Autumn,29.69,6740,1,15.6,39.0,7020.0
Onion,Patna,2022,12,Winter,31.18,7020,0,51.2,36.5,5464.0
Onion,Patna,2023,1,Winter,33.57,5464,0,0.0,35.7,3955.0
Onion,Patna,2023,2,Winter,30.94,3955,0,19.9,27.4,3343.0
Onion,Patna,2023,3,Summer,33.68,3343,0,13.0,23.8,2148.0
Onion,Patna,2023,4,Summer,31.97,2148,0,12.9,23.3,1615.0
Onion,Patna,2023,5,Summer,35.09,1615,0,68.9,22.5,1629.0
Onion,Patna,2023,6,Monsoon,35.26,1629,0,161.3,21.0,2073.0
Onion,Patna,2023,7,Monsoon,34.62,2073,0,213.8,24.5,3373.0
Onion,Patna,2023,8,Monsoon,31.99,3373,0,178.6,29.2,4698.0
Onion,Patna,2023,9,Monsoon,31.3,4698,0,146.2,34.6,5423.0
Onion,Patna,2023,10,Autumn,30.33,5423,1,47.2,36.6,7095.0
Onion,Patna,2023,11,Autumn,30.64,7095,1,44.2,40.2,7146.0
Onion,Patna,2023,12,Winter,29.75,7146,0,10.0,37.6,5209.0
Onion,Patna,2024,1,Winter,33.72,5209,0,25.0,34.8,4214.0
Onion,Patna,2024,2,Winter,33.62,4214,0,23.6,30.8,3158.0
Onion,Patna,2024,3,Summer,35.3,3158,0,9.1,26.1,2006.0
Onion,Patna,2024,4,Summer,33.87,2006,0,20.8,21.3,1456.0
Onion,Patna,2024,5,Summer,35.11,1456,0,85.6,22.6,2205.0
Onion,Patna,2024,6,Monsoon,33.36,2205,0,144.4,26.8,2620.0
Onion,Patna,2024,7,Monsoon,33.92,2620,0,187.9,26.1,3380.0
Onion,Patna,2024,8,Monsoon,32.21,3380,0,220.5,30.4,4218.0
Onion,Patna,2024,9,Monsoon,30.3,4218,0,153.6,34.3,5126.0
Onion,Patna,2024,10,Autumn,28.86,5126,1,106.7,37.4,6629.0
Onion,Patna,2024,11,Autumn,31.93,6629,1,19.2,39.8,6964.0
Onion,Patna,2024,12,Winter,30.6,6964,0,10.3,38.3,5278.0
Onion,Hyderabad,2022,1,Winter,32.34,5460,0,6.2,32.7,5597.0
Onion,Hyderabad,2022,2,Winter,32.81,5597,0,34.6,30.1,3719.0
Onion,Hyderabad,2022,3,Summer,33.24,3719,0,32.9,25.8,3135.0
Onion,Hyderabad,2022,4,Summer,31.6,3135,0,5.2,20.0,2819.0
Onion,Hyderabad,2022,5,Summer,30.98,2819,0,76.9,18.9,2634.0
Onion,Hyderabad,2022,6,Monsoon,29.73,2634,0,141.9,20.2,3395.0
Onion,Hyderabad,2022,7,Monsoon,30.68,3395,0,195.2,23.7,5238.0
Onion,Hyderabad,2022,8,Monsoon,31.41,5238,0,174.3,29.7,6287.0
Onion,Hyderabad,2022,9,Monsoon,28.91,6287,0,138.7,36.2,7955.0
Onion,Hyderabad,2022,10,Autumn,29.77,7955,1,73.0,37.3,9757.0
Onion,Hyderabad,2022,11,Autumn,29.39,9757,1,35.3,38.2,9752.0
Onion,Hyderabad,2022,12,Winter,31.4,9752,0,30.6,36.3,7725.0
Onion,Hyderabad,2023,1,Winter,34.93,7725,0,0.2,36.3,6167.0
Onion,Hyderabad,2023,2,Winter,30.37,6167,0,41.4,30.1,3926.0
Onion,Hyderabad,2023,3,Summer,32.08,3926,0,23.8,24.6,3086.0
Onion,Hyderabad,2023,4,Summer,32.97,3086,0,29.2,20.0,3064.0
Onion,Hyderabad,2023,5,Summer,32.68,3064,0,50.5,22.3,3047.0
Onion,Hyderabad,2023,6,Monsoon,33.97,3047,0,163.7,23.3,3221.0
Onion,Hyderabad,2023,7,Monsoon,32.16,3221,0,210.6,24.2,4871.0
Onion,Hyderabad,2023,8,Monsoon,29.72,4871,0,201.1,30.5,5945.0
Onion,Hyderabad,2023,9,Monsoon,31.85,5945,0,160.4,34.8,7374.0
Onion,Hyderabad,2023,10,Autumn,29.48,7374,1,45.5,39.2,9630.0
Onion,Hyderabad,2023,11,Autumn,29.01,9630,1,10.3,41.5,9644.0
Onion,Hyderabad,2023,12,Winter,31.36,9644,0,21.6,36.2,8074.0
Onion,Hyderabad,2024,1,Winter,28.9,8074,0,12.6,35.1,6142.0
Onion,Hyderabad,2024,2,Winter,35.2,6142,0,15.3,28.8,4234.0
Onion,Hyderabad,2024,3,Summer,31.68,4234,0,17.3,24.9,2828.0
Onion,Hyderabad,2024,4,Summer,33.54,2828,0,34.4,19.0,2353.0
Onion,Hyderabad,2024,5,Summer,33.58,2353,0,92.7,22.2,3083.0
Onion,Hyderabad,2024,6,Monsoon,31.78,3083,0,136.2,23.7,4052.0
Onion,Hyderabad,2024,7,Monsoon,32.45,4052,0,187.8,24.0,5082.0
Onion,Hyderabad,2024,8,Monsoon,31.01,5082,0,186.4,30.8,6599.0
Onion,Hyderabad,2024,9,Monsoon,30.53,6599,0,153.9,34.4,7654.0
Onion,Hyderabad,2024,10,Autumn,32.22,7654,1,74.8,40.9,9804.0
Onion,Hyderabad,2024,11,Autumn,31.83,9804,1,66.3,39.8,9922.0
Onion,Hyderabad,2024,12,Winter,31.12,9922,0,4.9,37.1,7837.0
Onion,Chennai,2022,1,Winter,32.37,5200,0,17.4,34.7,5379.0
Onion,Chennai,2022,2,Winter,33.31,5379,0,17.6,29.0,4320.0
Onion,Chennai,2022,3,Summer,32.59,4320,0,0.0,25.0,3323.0
Onion,Chennai,2022,4,Summer,33.41,3323,0,33.7,22.6,2541.0
Onion,Chennai,2022,5,Summer,32.38,2541,0,56.5,20.6,2632.0
Onion,Chennai,2022,6,Monsoon,31.8,2632,0,119.0,21.6,3362.0
Onion,Chennai,2022,7,Monsoon,29.34,3362,0,190.2,26.2,4233.0
Onion,Chennai,2022,8,Monsoon,32.34,4233,0,188.6,31.1,6129.0
Onion,Chennai,2022,9,Monsoon,29.69,6129,0,125.3,34.2,7299.0
Onion,Chennai,2022,10,Autumn,29.19,7299,1,74.7,36.4,9277.0
Onion,Chennai,2022,11,Autumn,28.85,9277,1,32.4,37.8,8481.0
Onion,Chennai,2022,12,Winter,28.55,8481,0,10.7,37.0,7167.0
Onion,Chennai,2023,1,Winter,32.1,7167,0,19.2,31.1,5322.0
Onion,Chennai,2023,2,Winter,32.74,5322,0,27.3,28.1,3998.0
Onion,Chennai,2023,3,Summer,33.0,3998,0,24.5,25.7,2505.0
Onion,Chennai,2023,4,Summer,33.59,2505,0,0.0,21.3,2120.0
Onion,Chennai,2023,5,Summer,32.01,2120,0,76.0,20.6,2466.0
Onion,Chennai,2023,6,Monsoon,35.33,2466,0,150.7,22.7,3055.0
Onion,Chennai,2023,7,Monsoon,31.77,3055,0,192.8,26.1,4415.0
Onion,Chennai,2023,8,Monsoon,29.4,4415,0,170.6,29.2,5510.0
Onion,Chennai,2023,9,Monsoon,31.06,5510,0,135.3,32.9,7221.0
Onion,Chennai,2023,10,Autumn,27.4,7221,1,53.0,37.4,9040.0
Onion,Chennai,2023,11,Autumn,29.24,9040,1,26.0,40.2,9579.0
Onion,Chennai,2023,12,Winter,31.89,9579,0,0.0,35.9,7784.0
Onion,Chennai,2024,1,Winter,29.68,7784,0,27.4,34.4,5227.0
Onion,Chennai,2024,2,Winter,32.13,5227,0,21.9,29.5,4106.0
Onion,Chennai,2024,3,Summer,34.55,4106,0,21.7,26.9,3335.0
Onion,Chennai,2024,4,Summer,36.1,3335,0,20.1,22.0,2117.0
Onion,Chennai,2024,5,Summer,34.89,2117,0,108.8,21.6,2606.0
Onion,Chennai,2024,6,Monsoon,31.43,2606,0,175.4,23.4,3875.0
Onion,Chennai,2024,7,Monsoon,30.96,3875,0,188.8,25.7,4972.0
Onion,Chennai,2024,8,Monsoon,31.43,4972,0,184.1,30.2,6707.0
Onion,Chennai,2024,9,Monsoon,31.24,6707,0,177.0,34.6,7195.0
Onion,Chennai,2024,10,Autumn,30.31,7195,1,83.2,37.3,9383.0
Onion,Chennai,2024,11,Autumn,28.93,9383,1,11.9,38.9,9568.0
Onion,Chennai,2024,12,Winter,33.87,9568,0,49.1,38.9,6921.0
Carrot,Delhi,2022,1,Winter,34.88,3250,0,23.5,33.1,4497.0
Carrot,Delhi,2022,2,Winter,34.13,4497,0,21.5,27.9,3955.0
Carrot,Delhi,2022,3,Summer,38.92,3955,0,27.4,28.6,2986.0
Carrot,Delhi,2022,4,Summer,35.9,2986,0,41.3,23.6,2510.0
Carrot,Delhi,2022,5,Summer,37.0,2510,0,83.0,21.8,2091.0
Carrot,Delhi,2022,6,Monsoon,40.7,2091,0,115.2,21.9,1616.0
Carrot,Delhi,2022,7,Monsoon,40.19,1616,0,186.4,26.8,1907.0
Carrot,Delhi,2022,8,Monsoon,39.09,1907,0,207.0,31.6,2248.0
Carrot,Delhi,2022,9,Monsoon,35.32,2248,0,148.6,34.1,2821.0
Carrot,Delhi,2022,10,Autumn,37.98,2821,1,62.4,38.2,4401.0
Carrot,Delhi,2022,11,Autumn,34.88,4401,1,35.1,40.6,5528.0
Carrot,Delhi,2022,12,Winter,35.81,5528,0,16.3,39.8,4827.0
Carrot,Delhi,2023,1,Winter,36.04,4827,0,22.4,37.0,4800.0
Carrot,Delhi,2023,2,Winter,37.79,4800,0,28.2,28.4,3940.0
Carrot,Delhi,2023,3,Summer,38.66,3940,0,10.6,27.1,3299.0
Carrot,Delhi,2023,4,Summer,39.26,3299,0,26.7,22.1,2695.0
Carrot,Delhi,2023,5,Summer,39.59,2695,0,55.7,21.1,1646.0
Carrot,Delhi,2023,6,Monsoon,40.86,1646,0,133.5,24.6,1235.0
Carrot,Delhi,2023,7,Monsoon,42.22,1235,0,170.8,25.3,1476.0
Carrot,Delhi,2023,8,Monsoon,39.9,1476,0,213.5,30.5,1807.0
Carrot,Delhi,2023,9,Monsoon,39.37,1807,0,161.3,34.0,2637.0
Carrot,Delhi,2023,10,Autumn,36.86,2637,1,69.2,38.3,4469.0
Carrot,Delhi,2023,11,Autumn,38.54,4469,1,16.0,38.0,5545.0
Carrot,Delhi,2023,12,Winter,34.96,5545,0,8.6,38.6,4853.0
Carrot,Delhi,2024,1,Winter,38.68,4853,0,35.5,31.9,4607.0
Carrot,Delhi,2024,2,Winter,39.01,4607,0,16.8,30.6,3973.0
Carrot,Delhi,2024,3,Summer,37.55,3973,0,30.8,25.7,3361.0
Carrot,Delhi,2024,4,Summer,41.42,3361,0,40.7,24.7,2298.0
Carrot,Delhi,2024,5,Summer,42.25,2298,0,73.9,22.3,1946.0
Carrot,Delhi,2024,6,Monsoon,40.68,1946,0,152.7,22.1,1197.0
Carrot,Delhi,2024,7,Monsoon,42.01,1197,0,199.0,25.8,1238.0
Carrot,Delhi,2024,8,Monsoon,40.53,1238,0,203.5,33.1,1984.0
Carrot,Delhi,2024,9,Monsoon,37.87,1984,0,151.9,37.5,2919.0
Carrot,Delhi,2024,10,Autumn,38.12,2919,1,54.6,37.0,4693.0
Carrot,Delhi,2024,11,Autumn,36.85,4693,1,47.0,39.7,5923.0
Carrot,Delhi,2024,12,Winter,34.6,5923,0,13.6,36.9,5459.0
Carrot,Mumbai,2022,1,Winter,33.26,3510,0,34.5,38.1,5038.0
Carrot,Mumbai,2022,2,Winter,33.66,5038,0,21.1,31.2,4924.0
Carrot,Mumbai,2022,3,Summer,37.92,4924,0,31.8,25.4,3656.0
Carrot,Mumbai,2022,4,Summer,35.47,3656,0,11.3,21.5,3074.0
Carrot,Mumbai,2022,5,Summer,39.32,3074,0,84.5,19.9,2110.0
Carrot,Mumbai,2022,6,Monsoon,37.87,2110,0,152.2,21.3,1993.0
Carrot,Mumbai,2022,7,Monsoon,38.89,1993,0,192.9,28.5,1689.0
Carrot,Mumbai,2022,8,Monsoon,39.08,1689,0,212.3,30.9,2537.0
Carrot,Mumbai,2022,9,Monsoon,36.78,2537,0,137.5,34.3,2971.0
Carrot,Mumbai,2022,10,Autumn,36.3,2971,1,62.6,39.8,4503.0
Carrot,Mumbai,2022,11,Autumn,35.07,4503,1,0.0,41.5,5639.0
Carrot,Mumbai,2022,12,Winter,36.91,5639,0,15.9,35.6,5271.0
Carrot,Mumbai,2023,1,Winter,38.29,5271,0,40.5,34.6,5104.0
Carrot,Mumbai,2023,2,Winter,37.95,5104,0,32.8,31.1,4602.0
Carrot,Mumbai,2023,3,Summer,36.89,4602,0,16.5,28.4,3763.0
Carrot,Mumbai,2023,4,Summer,38.64,3763,0,20.2,22.8,2909.0
Carrot,Mumbai,2023,5,Summer,40.04,2909,0,64.1,18.6,1876.0
Carrot,Mumbai,2023,6,Monsoon,41.0,1876,0,121.3,22.4,1758.0
Carrot,Mumbai,2023,7,Monsoon,38.13,1758,0,202.4,22.6,2257.0
Carrot,Mumbai,2023,8,Monsoon,38.28,2257,0,178.2,30.9,2475.0
Carrot,Mumbai,2023,9,Monsoon,38.35,2475,0,137.8,35.3,3095.0
Carrot,Mumbai,2023,10,Autumn,35.38,3095,1,50.8,38.2,4930.0
Carrot,Mumbai,2023,11,Autumn,37.3,4930,1,59.4,41.0,5811.0
Carrot,Mumbai,2023,12,Winter,37.8,5811,0,0.0,35.8,5210.0
Carrot,Mumbai,2024,1,Winter,35.89,5210,0,9.5,34.3,4834.0
Carrot,Mumbai,2024,2,Winter,37.15,4834,0,19.2,28.7,4316.0
Carrot,Mumbai,2024,3,Summer,39.05,4316,0,27.8,25.2,3764.0
Carrot,Mumbai,2024,4,Summer,41.08,3764,0,17.9,21.8,2926.0
Carrot,Mumbai,2024,5,Summer,40.14,2926,0,64.4,21.1,1928.0
Carrot,Mumbai,2024,6,Monsoon,42.17,1928,0,158.8,22.9,1680.0
Carrot,Mumbai,2024,7,Monsoon,42.54,1680,0,194.6,26.5,1910.0
Carrot,Mumbai,2024,8,Monsoon,40.74,1910,0,192.4,32.1,2441.0
Carrot,Mumbai,2024,9,Monsoon,38.27,2441,0,151.5,34.9,3326.0
Carrot,Mumbai,2024,10,Autumn,38.29,3326,1,109.3,37.2,4734.0
Carrot,Mumbai,2024,11,Autumn,36.44,4734,1,12.7,41.3,5701.0
Carrot,Mumbai,2024,12,Winter,34.69,5701,0,0.0,36.7,5556.0
Carrot,Pune,2022,1,Winter,32.87,2600,0,62.0,33.9,3671.0
Carrot,Pune,2022,2,Winter,35.57,3671,0,9.1,31.9,3273.0
Carrot,Pune,2022,3,Summer,36.7,3273,0,17.3,26.6,2674.0
Carrot,Pune,2022,4,Summer,38.62,2674,0,17.0,20.3,1783.0
Carrot,Pune,2022,5,Summer,39.25,1783,0,59.9,22.1,1554.0
Carrot,Pune,2022,6,Monsoon,40.4,1554,0,146.3,24.0,1306.0
Carrot,Pune,2022,7,Monsoon,38.21,1306,0,207.8,26.6,1132.0
Carrot,Pune,2022,8,Monsoon,39.59,1132,0,200.2,30.8,1483.0
Carrot,Pune,2022,9,Monsoon,36.92,1483,0,133.7,35.2,2000.0
Carrot,Pune,2022,10,Autumn,34.64,2000,1,72.2,35.0,3744.0
Carrot,Pune,2022,11,Autumn,34.74,3744,1,47.4,37.2,4401.0
Carrot,Pune,2022,12,Winter,34.25,4401,0,46.7,37.1,4322.0
Carrot,Pune,2023,1,Winter,34.22,4322,0,14.4,35.6,3902.0
Carrot,Pune,2023,2,Winter,38.25,3902,0,0.0,28.4,3358.0
Carrot,Pune,2023,3,Summer,37.85,3358,0,15.2,24.4,2792.0
Carrot,Pune,2023,4,Summer,38.08,2792,0,34.7,18.3,2129.0
Carrot,Pune,2023,5,Summer,40.41,2129,0,65.1,21.6,1473.0
Carrot,Pune,2023,6,Monsoon,41.93,1473,0,139.4,21.8,1068.0
Carrot,Pune,2023,7,Monsoon,42.22,1068,0,192.9,25.8,1143.0
Carrot,Pune,2023,8,Monsoon,39.15,1143,0,208.2,31.8,1607.0
Carrot,Pune,2023,9,Monsoon,39.36,1607,0,142.3,34.1,2301.0
Carrot,Pune,2023,10,Autumn,35.73,2301,1,70.1,36.1,3917.0
Carrot,Pune,2023,11,Autumn,38.29,3917,1,17.3,37.8,4396.0
Carrot,Pune,2023,12,Winter,35.55,4396,0,28.7,37.6,4021.0
Carrot,Pune,2024,1,Winter,37.79,4021,0,0.0,34.4,4057.0
Carrot,Pune,2024,2,Winter,38.06,4057,0,21.3,26.5,3836.0
Carrot,Pune,2024,3,Summer,40.13,3836,0,33.0,24.3,2694.0
Carrot,Pune,2024,4,Summer,40.55,2694,0,0.0,21.7,1728.0
Carrot,Pune,2024,5,Summer,40.66,1728,0,49.4,21.0,1476.0
Carrot,Pune,2024,6,Monsoon,39.87,1476,0,129.1,23.3,1492.0
Carrot,Pune,2024,7,Monsoon,41.82,1492,0,168.1,23.9,1573.0
Carrot,Pune,2024,8,Monsoon,40.44,1573,0,198.6,30.8,1559.0
Carrot,Pune,2024,9,Monsoon,37.51,1559,0,139.9,32.7,2360.0
Carrot,Pune,2024,10,Autumn,36.37,2360,1,49.7,38.3,3628.0
Carrot,Pune,2024,11,Autumn,37.83,3628,1,12.7,41.1,4483.0
Carrot,Pune,2024,12,Winter,35.71,4483,0,8.7,37.9,4001.0
Carrot,Bangalore,2022,1,Winter,33.5,2990,0,16.1,33.4,3780.0
Carrot,Bangalore,2022,2,Winter,36.85,3780,0,0.0,28.4,3449.0
Carrot,Bangalore,2022,3,Summer,36.12,3449,0,0.0,28.2,3159.0
Carrot,Bangalore,2022,4,Summer,35.93,3159,0,29.6,23.2,2424.0
Carrot,Bangalore,2022,5,Summer,36.6,2424,0,42.3,24.7,1662.0
Carrot,Bangalore,2022,6,Monsoon,41.0,1662,0,131.7,20.0,1833.0
Carrot,Bangalore,2022,7,Monsoon,35.7,1833,0,186.7,23.5,1660.0
Carrot,Bangalore,2022,8,Monsoon,38.37,1660,0,189.1,29.0,2083.0
Carrot,Bangalore,2022,9,Monsoon,35.47,2083,0,152.1,34.0,2886.0
Carrot,Bangalore,2022,10,Autumn,37.07,2886,1,66.8,39.1,3892.0
Carrot,Bangalore,2022,11,Autumn,33.72,3892,1,0.0,37.9,5105.0
Carrot,Bangalore,2022,12,Winter,35.48,5105,0,25.3,39.4,4705.0
Carrot,Bangalore,2023,1,Winter,36.38,4705,0,38.0,35.2,4659.0
Carrot,Bangalore,2023,2,Winter,35.91,4659,0,21.7,29.5,4104.0
Carrot,Bangalore,2023,3,Summer,39.99,4104,0,38.6,25.4,2819.0
Carrot,Bangalore,2023,4,Summer,38.22,2819,0,19.2,22.1,2753.0
Carrot,Bangalore,2023,5,Summer,40.07,2753,0,65.6,20.4,1490.0
Carrot,Bangalore,2023,6,Monsoon,39.44,1490,0,135.9,23.7,1243.0
Carrot,Bangalore,2023,7,Monsoon,40.75,1243,0,213.5,27.5,1345.0
Carrot,Bangalore,2023,8,Monsoon,37.85,1345,0,190.3,28.8,1758.0
Carrot,Bangalore,2023,9,Monsoon,35.97,1758,0,138.0,32.9,2717.0
Carrot,Bangalore,2023,10,Autumn,36.14,2717,1,70.1,40.3,4180.0
Carrot,Bangalore,2023,11,Autumn,37.33,4180,1,24.7,38.6,5094.0
Carrot,Bangalore,2023,12,Winter,35.5,5094,0,24.9,37.4,4419.0
Carrot,Bangalore,2024,1,Winter,35.8,4419,0,7.9,33.6,4415.0
Carrot,Bangalore,2024,2,Winter,38.59,4415,0,37.9,28.6,3667.0
Carrot,Bangalore,2024,3,Summer,40.15,3667,0,15.4,24.5,2938.0
Carrot,Bangalore,2024,4,Summer,39.51,2938,0,35.2,21.8,2100.0
Carrot,Bangalore,2024,5,Summer,41.61,2100,0,70.4,22.3,2050.0
Carrot,Bangalore,2024,6,Monsoon,41.08,2050,0,168.7,21.7,1566.0
Carrot,Bangalore,2024,7,Monsoon,41.74,1566,0,181.3,27.2,1540.0
