crop,location,quantity,demand,market_price,recommended_price
Peas,Delhi,152,10,62.0,76.43
Peas,Delhi,330,7,58.5,71.18
Cauliflower,Hyderabad,276,3,21.5,23.13
Brinjal,Kolkata,147,7,28.5,30.24
Beans,Chennai,59,7,29.5,35.79
Carrot,Pune,386,2,27.5,27.13
Tomato,Chennai,369,4,28.0,27.82
Spinach,Hyderabad,165,4,20.5,22.21
Brinjal,Mumbai,603,6,36.5,40.92
Tomato,Chennai,643,3,21.0,21.29
Peas,Mumbai,80,7,38.5,47.34
Cabbage,Bangalore,317,4,19.0,20.96
Brinjal,Delhi,121,10,29.0,36.56
Cauliflower,Kolkata,193,6,27.5,29.99
Potato,Kolkata,751,7,20.5,23.09
Cauliflower,Delhi,204,4,23.0,24.45
Potato,Chennai,320,7,21.5,24.66
Cauliflower,Bangalore,148,8,19.5,22.88
Onion,Pune,1789,5,27.5,28.86
Peas,Chennai,312,5,68.5,78.28
Spinach,Pune,24,2,15.5,16.32
Tomato,Bangalore,433,10,40.0,47.56
Cabbage,Chennai,230,4,16.0,17.28
Cabbage,Hyderabad,366,5,17.5,18.47
Tomato,Hyderabad,176,6,22.0,24.44
Spinach,Bangalore,117,5,19.0,21.09
Spinach,Pune,106,8,27.5,30.57
Carrot,Patna,261,5,25.0,26.29
Beans,Pune,383,6,49.0,53.85
Cabbage,Hyderabad,995,10,22.0,24.31
Onion,Chennai,426,4,38.0,41.17
Carrot,Bangalore,194,8,49.5,58.15
Cabbage,Kolkata,237,3,13.5,13.6
Tomato,Mumbai,194,5,32.5,36.03
Spinach,Pune,40,7,22.0,25.04
Cabbage,Mumbai,468,8,23.5,27.52
Onion,Chennai,179,1,22.0,23.16
Cauliflower,Bangalore,395,7,30.0,34.99
Peas,Patna,349,5,48.5,51.9
Peas,Hyderabad,108,2,39.0,43.93
Carrot,Hyderabad,812,4,39.5,41.62
Beans,Pune,263,4,45.5,49.61
Brinjal,Mumbai,110,5,27.0,31.85
Potato,Mumbai,1741,4,19.0,20.95
Onion,Chennai,169,7,30.5,35.99
Cauliflower,Pune,586,6,27.5,28.81
Cabbage,Kolkata,206,8,20.5,22.53
Carrot,Kolkata,560,7,33.5,36.92
Potato,Bangalore,1015,5,20.5,22.46
Onion,Pune,196,5,42.0,46.56
Carrot,Delhi,420,5,28.0,31.49
Cauliflower,Mumbai,188,3,20.0,21.46
Brinjal,Pune,981,3,28.5,28.45
Beans,Delhi,250,10,57.0,71.57
Onion,Mumbai,977,3,27.5,28.86
Spinach,Patna,242,9,25.0,27.14
Cauliflower,Chennai,212,3,28.5,28.94
Cauliflower,Kolkata,365,8,30.0,32.65
Tomato,Delhi,233,9,32.0,36.71
Potato,Kolkata,1203,6,15.5,16.73
Onion,Patna,616,2,19.0,18.37
Beans,Bangalore,127,6,31.5,37.3
Onion,Mumbai,1165,6,37.0,41.37
Potato,Hyderabad,331,9,21.5,25.24
Beans,Bangalore,149,8,51.0,62.49
Cabbage,Pune,200,3,13.5,14.12
Beans,Mumbai,74,3,44.5,52.61
Carrot,Kolkata,190,4,28.5,29.87
Cabbage,Patna,476,8,17.5,18.86
Brinjal,Mumbai,316,9,28.0,32.14
Beans,Bangalore,51,7,40.0,48.98
Cauliflower,Delhi,415,10,34.5,39.08
Cauliflower,Hyderabad,200,6,29.0,33.11
Potato,Kolkata,839,8,19.5,22.48
Tomato,Hyderabad,271,5,27.5,28.31
Brinjal,Hyderabad,154,7,31.5,35.76
Carrot,Delhi,163,8,45.0,53.42
Onion,Patna,478,6,30.0,32.03
Onion,Mumbai,333,9,41.5,52.44
Cabbage,Mumbai,412,8,24.5,28.03
Tomato,Delhi,280,6,17.0,19.04
Tomato,Kolkata,175,1,15.5,15.21
Cauliflower,Delhi,228,5,24.0,28.01
Tomato,Mumbai,294,10,36.0,42.32
Beans,Patna,493,6,44.0,47.2
Onion,Patna,875,1,16.5,15.67
Spinach,Kolkata,123,7,18.5,19.47
Beans,Kolkata,222,3,34.0,35.41
Cauliflower,Patna,151,8,19.0,20.88
Peas,Kolkata,48,4,47.0,53.28
Potato,Chennai,470,3,16.5,17.13
Carrot,Mumbai,598,5,40.5,43.61
Onion,Delhi,439,3,31.5,34.5
Peas,Bangalore,78,7,45.5,56.28
Peas,Mumbai,186,4,37.0,42.77
Brinjal,Chennai,419,2,26.0,26.05
Spinach,Bangalore,185,10,27.5,32.55
Cauliflower,Chennai,231,7,19.0,21.77
Spinach,Chennai,179,5,17.5,18.48
Carrot,Delhi,506,5,28.0,31.03
Cabbage,Kolkata,863,6,19.5,19.7
Onion,Hyderabad,215,6,30.0,33.3
Peas,Delhi,116,7,62.0,74.26
Peas,Bangalore,96,5,70.5,79.13
Beans,Pune,53,2,35.0,37.32
Cauliflower,Chennai,155,4,19.0,20.46
Brinjal,Hyderabad,377,7,24.5,28.13
Beans,Chennai,186,5,54.0,60.41
Potato,Delhi,1645,2,16.5,16.64
Cauliflower,Patna,435,6,29.0,29.47
Onion,Delhi,457,4,21.0,22.66
Potato,Pune,1413,8,16.0,18.13
Tomato,Bangalore,308,7,23.5,26.26
Cauliflower,Kolkata,201,3,18.5,19.14
Potato,Kolkata,1589,4,15.5,15.74
Carrot,Chennai,230,6,43.0,48.12
Carrot,Patna,169,1,26.5,25.28
Cauliflower,Delhi,150,5,21.5,23.74
Cauliflower,Patna,346,8,21.5,22.83
Carrot,Hyderabad,123,1,28.0,27.96
Onion,Kolkata,292,3,19.5,20.01
Brinjal,Chennai,395,8,31.5,35.95
Carrot,Pune,407,1,30.0,30.53
Cauliflower,Hyderabad,699,7,36.0,40.45
Beans,Mumbai,224,6,39.5,45.58
Peas,Hyderabad,285,10,49.5,60.63
Cabbage,Delhi,571,7,17.0,19.5
Brinjal,Kolkata,478,6,19.5,20.16
Cabbage,Patna,572,4,13.5,13.47
Potato,Delhi,814,4,21.0,23.64
Brinjal,Kolkata,739,5,29.0,30.6
Beans,Mumbai,227,3,41.0,46.25
Carrot,Delhi,386,4,29.0,30.69
Beans,Hyderabad,108,9,49.0,58.16
Potato,Kolkata,393,3,16.5,16.54
Cauliflower,Kolkata,243,2,17.0,17.13
Brinjal,Delhi,388,7,30.0,33.7
Carrot,Mumbai,183,4,32.5,35.53
Carrot,Patna,159,6,34.5,35.93
Beans,Hyderabad,45,7,42.5,50.6
Onion,Bangalore,413,5,19.5,21.77
Onion,Pune,1047,6,19.0,19.98
Peas,Bangalore,312,9,54.5,66.76
Onion,Kolkata,375,8,25.5,28.46
Cabbage,Patna,198,7,18.5,20.75
Potato,Kolkata,960,4,19.0,18.89
Carrot,Chennai,320,2,29.5,30.8
Carrot,Patna,173,7,34.5,36.61
Spinach,Kolkata,156,6,19.0,19.78
Brinjal,Bangalore,885,5,31.0,33.59
Cauliflower,Hyderabad,145,4,16.5,17.03
Onion,Bangalore,1370,10,33.0,39.25
Potato,Patna,1241,4,15.5,14.72
Onion,Kolkata,403,3,27.0,27.47
Spinach,Bangalore,144,4,23.5,25.58
Peas,Patna,172,7,51.0,57.64
Cauliflower,Mumbai,1379,7,31.5,35.52
Potato,Chennai,307,5,18.5,20.97
Peas,Delhi,488,3,31.0,34.47
Potato,Hyderabad,598,7,23.0,25.88
Peas,Pune,129,5,36.5,41.33
Beans,Patna,107,1,28.0,28.92
Cabbage,Patna,415,5,15.0,15.59
Tomato,Patna,355,5,19.5,19.33
Potato,Chennai,213,5,18.0,20.07
Carrot,Bangalore,240,8,45.5,54.49
Cauliflower,Pune,480,8,35.5,39.87
Spinach,Kolkata,76,2,21.0,20.64
Cabbage,Pune,249,6,19.5,20.82
Onion,Mumbai,445,7,20.0,23.6
Peas,Bangalore,411,4,39.0,44.71
Potato,Patna,820,4,17.0,16.82
Cabbage,Pune,639,7,15.5,16.88
Brinjal,Kolkata,395,2,22.5,21.38
Cauliflower,Pune,377,5,24.5,25.96
Carrot,Kolkata,292,5,33.0,36.18
Tomato,Mumbai,499,9,39.5,45.5
Beans,Patna,292,9,37.5,40.12
Cabbage,Hyderabad,511,8,16.0,18.31
Potato,Bangalore,882,9,19.5,23.36
Spinach,Delhi,96,5,21.5,23.87
Carrot,Bangalore,170,7,42.0,47.67
Tomato,Pune,498,2,20.5,19.47
Spinach,Bangalore,89,3,16.0,17.16
Cauliflower,Patna,887,4,18.0,18.09
Spinach,Patna,60,4,17.5,17.06
Spinach,Kolkata,164,5,22.0,22.64
Potato,Patna,500,3,13.5,13.45
Potato,Chennai,1409,6,25.5,27.71
Carrot,Kolkata,191,3,26.0,27.81
Peas,Delhi,356,10,62.0,77.49
Peas,Chennai,93,10,55.5,69.98
Onion,Patna,343,6,20.5,22.2
Potato,Bangalore,805,6,19.5,21.57
Brinjal,Delhi,308,5,24.5,27.49
Brinjal,Chennai,174,7,27.5,30.82
Carrot,Mumbai,445,7,44.0,50.53
Potato,Pune,296,4,20.5,21.63
Potato,Kolkata,1157,7,18.5,20.46
Peas,Hyderabad,53,7,61.0,70.53
Cauliflower,Bangalore,153,7,30.0,35.02
Brinjal,Hyderabad,241,4,23.5,25.18
Tomato,Kolkata,398,4,19.0,18.22
Cauliflower,Hyderabad,529,1,22.0,20.9
Carrot,Mumbai,132,7,36.5,42.73
Peas,Chennai,69,9,70.0,86.87
Tomato,Bangalore,276,6,35.5,39.08
Cauliflower,Chennai,418,7,20.5,22.93
Brinjal,Delhi,155,5,27.5,31.18
Potato,Kolkata,1487,4,17.0,17.11
Onion,Patna,544,9,35.5,40.38
Onion,Kolkata,1053,6,31.5,34.56
Carrot,Chennai,264,8,41.0,48.01
Beans,Hyderabad,103,2,38.0,40.1
Potato,Delhi,429,5,18.5,20.18
Brinjal,Chennai,555,9,27.5,31.01
Potato,Delhi,189,8,16.5,19.64
Carrot,Pune,466,5,42.5,43.97
Spinach,Bangalore,103,9,26.0,31.18
Carrot,Kolkata,250,7,43.5,48.11
Cabbage,Chennai,342,5,24.5,26.14
Brinjal,Bangalore,271,9,28.0,33.58
Onion,Bangalore,527,5,24.0,26.51
Peas,Patna,105,9,46.5,53.26
Cauliflower,Kolkata,155,4,17.0,17.27
Peas,Patna,195,7,50.5,56.11
Onion,Pune,690,5,21.5,22.69
Carrot,Kolkata,427,5,29.5,31.54
Carrot,Mumbai,97,3,36.0,39.77
Beans,Hyderabad,347,7,45.5,52.53
Cabbage,Hyderabad,123,5,15.0,16.12
Beans,Kolkata,113,5,38.0,42.37
Potato,Hyderabad,378,5,21.0,21.86
Peas,Kolkata,512,10,66.5,78.38
Cauliflower,Chennai,415,4,22.0,23.41
Tomato,Pune,297,6,23.0,24.29
Potato,Delhi,739,3,17.5,18.77
Tomato,Chennai,107,7,33.0,37.5
Beans,Patna,140,6,29.5,32.45
Tomato,Kolkata,330,4,20.5,20.54
Carrot,Delhi,490,8,50.0,58.19
Beans,Patna,130,6,45.5,50.68
Carrot,Mumbai,763,9,53.5,62.39
Potato,Delhi,352,8,21.0,24.83
Peas,Mumbai,77,5,44.0,51.69
Spinach,Delhi,115,3,19.5,21.25
Beans,Hyderabad,244,6,44.0,49.73
Cabbage,Patna,246,3,12.5,12.44
Carrot,Mumbai,128,7,31.0,36.57
Cabbage,Kolkata,330,3,19.0,18.8
Cabbage,Pune,491,5,20.5,21.1
Cabbage,Mumbai,466,5,20.0,21.48
Peas,Chennai,205,6,53.0,60.76
Brinjal,Hyderabad,242,8,24.0,27.13
Tomato,Mumbai,205,2,21.5,22.79
Onion,Bangalore,294,6,39.5,45.26
Cabbage,Pune,240,1,12.0,11.69
Brinjal,Kolkata,662,7,31.0,33.08
Peas,Pune,140,6,30.5,35.67
Brinjal,Patna,145,7,24.5,26.83
Onion,Delhi,259,6,29.5,34.04
Carrot,Mumbai,283,6,44.5,49.88
Tomato,Kolkata,98,3,23.5,24.64
Onion,Hyderabad,542,5,33.5,38.16
Peas,Kolkata,240,4,47.0,50.63
Spinach,Bangalore,53,10,19.0,23.37
Brinjal,Kolkata,2452,6,23.5,23.71
Beans,Chennai,220,5,30.5,34.11
Beans,Delhi,345,6,41.0,46.88
Spinach,Pune,242,5,16.0,16.22
Cabbage,Delhi,524,3,19.0,19.5
Cauliflower,Pune,80,5,25.5,28.67
Spinach,Bangalore,108,8,31.5,37.68
Onion,Hyderabad,477,4,25.0,26.91
Peas,Mumbai,220,9,73.5,91.28
Carrot,Bangalore,380,3,45.5,48.75
Cabbage,Mumbai,363,4,15.0,16.09
Beans,Kolkata,137,5,39.5,43.84
Carrot,Hyderabad,91,3,36.0,39.03
Carrot,Mumbai,109,5,35.5,41.5
Brinjal,Hyderabad,159,2,26.5,26.95
Beans,Patna,225,3,44.5,46.31
Potato,Kolkata,1226,9,15.5,17.36
Cauliflower,Kolkata,226,8,19.0,21.11
Cabbage,Bangalore,115,7,26.5,31.69
Brinjal,Delhi,283,9,32.0,36.52
Spinach,Pune,97,9,25.5,28.8
Brinjal,Patna,448,7,21.5,23.31
Potato,Kolkata,356,8,17.5,19.29
Beans,Bangalore,195,8,52.0,62.23
Onion,Delhi,2500,8,35.5,41.4
Beans,Pune,92,10,46.0,54.67
Spinach,Chennai,99,1,15.5,14.99
Onion,Hyderabad,503,4,27.0,27.99
Peas,Mumbai,178,3,30.5,34.44
Brinjal,Chennai,287,7,21.5,23.79
Spinach,Kolkata,180,3,15.5,15.73
Potato,Delhi,455,6,22.0,24.23
Brinjal,Patna,1067,6,18.0,18.56
Peas,Delhi,102,6,52.5,61.84
Tomato,Bangalore,460,1,18.0,18.1
Peas,Hyderabad,198,7,60.0,70.35
Cabbage,Hyderabad,295,8,23.0,26.01
Potato,Chennai,158,3,14.0,15.55
Brinjal,Pune,193,10,27.5,33.11
Spinach,Pune,48,6,20.5,22.94
Cauliflower,Delhi,364,2,19.5,20.13
Brinjal,Kolkata,117,2,18.0,18.08
Cauliflower,Kolkata,288,6,28.5,30.41
Carrot,Kolkata,86,9,35.5,41.67
Tomato,Hyderabad,189,5,20.0,21.74
Brinjal,Kolkata,223,4,19.5,20.53
Potato,Chennai,1441,6,15.5,16.53
Cabbage,Kolkata,276,2,18.0,18.6
Beans,Delhi,300,4,49.5,56.06
Carrot,Bangalore,435,3,49.0,53.19
Cauliflower,Patna,246,1,26.5,25.74
Cauliflower,Kolkata,165,8,26.5,29.43
Tomato,Pune,1798,3,33.0,33.33
Spinach,Mumbai,66,8,29.0,34.49
Cabbage,Kolkata,246,5,18.5,19.39
Brinjal,Pune,242,2,23.5,23.73
Spinach,Patna,136,9,22.0,24.04
Brinjal,Mumbai,314,5,33.5,37.22
Peas,Pune,98,4,32.0,35.72
Cauliflower,Chennai,418,6,28.0,30.13
Cauliflower,Chennai,565,8,31.5,34.8
Beans,Bangalore,108,9,45.5,57.97
Carrot,Mumbai,346,7,48.0,56.69
Brinjal,Delhi,251,7,29.0,31.93
Spinach,Bangalore,46,8,21.0,25.27
Spinach,Bangalore,33,7,24.0,28.08
Brinjal,Patna,245,4,19.0,18.26
Tomato,Mumbai,242,7,26.0,29.29
Cauliflower,Hyderabad,443,7,26.5,27.55
Potato,Kolkata,437,3,16.5,16.75
Beans,Delhi,171,1,56.0,57.51
Cabbage,Hyderabad,492,6,19.0,19.77
Beans,Chennai,113,6,33.0,38.95
Cauliflower,Patna,213,7,23.5,23.92
Potato,Pune,728,8,23.0,26.29
Peas,Delhi,87,8,63.0,79.17
Cauliflower,Pune,445,5,31.5,33.41
Potato,Hyderabad,351,6,21.5,24.45
Peas,Delhi,85,7,49.0,57.86
Onion,Chennai,1040,5,24.0,26.25
Onion,Chennai,352,8,27.0,31.86
Onion,Patna,640,2,20.5,20.29
Beans,Patna,171,5,28.5,30.86
Spinach,Chennai,152,2,18.0,18.43
Cabbage,Bangalore,1836,6,20.5,22.43
Tomato,Patna,514,10,27.5,30.46
Spinach,Mumbai,49,5,30.0,33.85
Carrot,Bangalore,344,9,41.5,48.48
Peas,Hyderabad,99,5,45.5,51.13
Cauliflower,Delhi,1041,7,24.5,27.13
Cabbage,Pune,366,4,20.0,21.35
Cabbage,Patna,183,4,16.5,16.02
Potato,Kolkata,496,2,16.0,15.62
Beans,Patna,189,5,43.0,44.27
Tomato,Hyderabad,148,6,19.0,21.0
Spinach,Kolkata,68,3,23.0,24.81
Brinjal,Pune,120,7,28.5,32.11
Tomato,Patna,410,6,23.5,24.01
Onion,Delhi,500,4,23.0,25.22
Peas,Pune,342,8,64.5,75.28
Brinjal,Hyderabad,190,6,25.0,27.36
Potato,Patna,475,1,14.5,13.77
Cabbage,Patna,174,10,16.0,18.49
Carrot,Kolkata,199,3,26.0,25.5
Tomato,Hyderabad,1145,4,24.0,23.95
Brinjal,Chennai,202,7,22.0,24.76
Beans,Bangalore,262,6,37.0,41.7
Brinjal,Bangalore,438,8,32.5,36.51
Cauliflower,Bangalore,300,5,28.0,29.84
Peas,Delhi,286,9,41.0,49.35
Brinjal,Mumbai,173,6,26.0,29.84
Onion,Bangalore,197,6,31.0,36.59
Spinach,Kolkata,128,5,23.0,23.53
Onion,Kolkata,778,7,29.5,32.25
Tomato,Kolkata,325,8,28.0,30.8
Tomato,Mumbai,153,7,35.5,41.33
Beans,Bangalore,338,9,34.5,41.58
Carrot,Hyderabad,533,2,36.0,36.27
Tomato,Bangalore,665,4,18.0,18.62
Brinjal,Chennai,171,4,30.0,31.94
Tomato,Mumbai,355,8,37.0,42.38
Carrot,Kolkata,915,1,24.0,22.8
Tomato,Patna,228,6,16.0,16.72
Potato,Mumbai,461,4,17.0,19.2
Cabbage,Mumbai,189,10,18.5,23.49
Cauliflower,Bangalore,512,1,20.0,19.94
Peas,Kolkata,230,3,42.5,44.27
Beans,Chennai,273,5,52.0,58.68
Beans,Chennai,179,6,38.5,44.52
Brinjal,Mumbai,329,2,27.0,29.11
Potato,Hyderabad,420,5,16.0,18.02
Peas,Delhi,161,4,35.5,40.69
Onion,Delhi,297,9,39.5,47.78
Tomato,Pune,308,9,38.0,43.51
Brinjal,Chennai,81,5,25.0,28.62
Peas,Delhi,202,9,59.0,71.98
Carrot,Chennai,62,9,42.0,51.56
Cabbage,Chennai,926,4,12.5,13.14
Cabbage,Patna,136,9,19.0,21.33
Spinach,Bangalore,131,4,23.0,24.19
Tomato,Chennai,541,3,20.5,20.66
Cabbage,Hyderabad,509,2,14.0,13.99
Brinjal,Chennai,119,4,28.0,29.96
Onion,Mumbai,507,7,43.5,49.99
Spinach,Bangalore,27,6,28.0,30.61
Tomato,Delhi,251,4,19.5,20.63
Onion,Chennai,463,4,32.0,33.23
Potato,Delhi,2456,7,20.5,22.73
Beans,Bangalore,179,4,44.5,50.69
Beans,Mumbai,98,8,46.0,56.8
Potato,Pune,466,4,15.0,15.92
Onion,Patna,772,1,20.0,19.22
Spinach,Patna,63,2,15.0,14.25
Peas,Patna,333,3,26.5,27.31
Cauliflower,Mumbai,413,5,27.0,30.5
Spinach,Pune,42,4,15.5,16.37
Cabbage,Kolkata,374,10,20.5,23.72
Carrot,Pune,415,6,43.0,47.62
Spinach,Patna,24,6,13.5,14.24
Cabbage,Kolkata,842,8,21.0,22.73
Peas,Chennai,118,7,55.0,64.52
Potato,Bangalore,258,4,17.5,18.89
Cauliflower,Hyderabad,509,2,17.0,16.89
Potato,Pune,347,3,17.0,17.37
Cabbage,Chennai,140,5,18.5,19.96
Cabbage,Mumbai,434,10,23.5,28.84
Brinjal,Chennai,506,8,31.0,34.75
Spinach,Chennai,72,5,16.5,18.13
Cauliflower,Mumbai,258,9,36.0,42.18
Onion,Pune,456,3,37.0,37.54
Peas,Pune,214,6,53.5,62.52
Onion,Delhi,629,10,40.0,48.03
Onion,Kolkata,517,4,33.0,33.5
Cabbage,Delhi,291,10,20.5,24.61
Beans,Hyderabad,95,8,48.5,57.05
Spinach,Kolkata,221,6,18.5,19.21
Spinach,Pune,170,5,24.0,25.17
Carrot,Delhi,355,1,30.5,30.74
Brinjal,Mumbai,303,4,39.5,43.91
Tomato,Patna,923,6,27.0,26.89
Peas,Kolkata,147,9,58.0,70.61
Potato,Patna,986,7,14.5,14.81
Beans,Chennai,94,10,46.5,57.7
Brinjal,Hyderabad,257,1,30.0,29.99
Onion,Mumbai,567,7,38.0,44.59
Carrot,Mumbai,319,8,44.5,52.58
Carrot,Kolkata,545,5,35.5,37.52
Peas,Delhi,136,9,66.5,82.52
Tomato,Hyderabad,190,2,22.0,21.86
Beans,Bangalore,95,6,38.5,46.17
Cabbage,Mumbai,459,8,23.0,26.68
Cabbage,Kolkata,120,7,17.5,19.23
Brinjal,Pune,319,6,23.5,26.27
Tomato,Kolkata,529,7,34.0,37.83
Brinjal,Pune,162,7,20.5,22.22
Peas,Delhi,372,8,47.5,56.78
Spinach,Kolkata,100,3,16.0,15.82
Carrot,Hyderabad,98,8,40.5,46.81
Potato,Mumbai,1250,4,17.0,18.4
Cabbage,Bangalore,438,6,16.5,18.45
Potato,Mumbai,907,5,16.5,17.69
Spinach,Bangalore,123,8,25.5,29.8
Onion,Pune,424,4,21.0,21.85
Carrot,Hyderabad,295,5,42.5,46.51
Onion,Bangalore,344,8,37.5,45.42
Cauliflower,Bangalore,229,7,24.0,27.03
Beans,Bangalore,178,4,37.5,42.2
Carrot,Hyderabad,377,7,41.5,47.59
Peas,Patna,203,1,28.0,27.92
Onion,Chennai,937,8,41.0,47.35
Tomato,Chennai,238,7,29.0,33.59
Carrot,Pune,214,7,42.5,48.26
Carrot,Patna,868,8,32.0,34.06
Spinach,Chennai,270,5,17.5,19.33
Spinach,Delhi,68,8,22.5,26.77
Cabbage,Hyderabad,116,7,21.5,24.79
Onion,Hyderabad,1502,8,30.0,33.21
Potato,Delhi,308,8,23.0,26.99
Carrot,Pune,156,4,29.5,32.43
Beans,Chennai,241,8,50.0,58.78
Peas,Kolkata,341,6,57.5,64.67
Carrot,Pune,201,5,29.0,31.73
Peas,Patna,342,9,55.0,61.29
Brinjal,Mumbai,284,4,34.5,37.57
Carrot,Mumbai,233,4,31.5,35.18
Beans,Mumbai,51,8,57.5,73.77
Peas,Pune,132,3,73.0,80.52
Brinjal,Chennai,192,8,27.0,30.56
Potato,Kolkata,320,8,17.0,19.39
Beans,Mumbai,420,8,40.0,48.9
Potato,Hyderabad,377,2,18.0,18.38
Carrot,Pune,154,7,30.0,32.57
Brinjal,Delhi,256,9,31.5,36.23
Spinach,Hyderabad,46,5,21.0,22.58
Carrot,Kolkata,317,6,29.5,32.51
Beans,Chennai,105,2,36.0,38.99
Tomato,Chennai,519,7,34.0,36.01
Potato,Delhi,2500,5,19.5,21.61
Tomato,Kolkata,169,5,18.5,19.71
Potato,Pune,1457,8,19.5,21.33
Tomato,Bangalore,112,6,20.0,23.07
Onion,Hyderabad,639,8,35.0,39.35
Onion,Patna,443,3,20.0,20.78
Beans,Kolkata,297,7,44.5,49.3
Cauliflower,Delhi,125,10,20.5,25.01
Onion,Hyderabad,840,7,27.0,30.12
Onion,Mumbai,357,6,42.0,48.61
Onion,Bangalore,943,6,36.0,40.66
Onion,Chennai,507,8,25.0,29.53
Brinjal,Mumbai,198,6,26.0,28.92
Peas,Patna,227,7,27.5,29.93
Spinach,Delhi,115,2,18.5,18.79
Tomato,Chennai,331,5,25.0,25.76
Tomato,Delhi,177,6,29.0,31.8
Potato,Mumbai,121,8,25.0,30.33
Carrot,Bangalore,216,9,42.5,52.15
Spinach,Kolkata,409,1,16.0,15.2
Carrot,Patna,402,4,33.0,33.53
Beans,Delhi,191,5,52.5,58.62
Beans,Kolkata,208,6,46.0,52.59
Cauliflower,Bangalore,443,9,26.5,31.76
Tomato,Patna,212,6,30.5,31.37
Spinach,Pune,145,2,18.5,18.51
Tomato,Pune,129,7,36.0,39.04
Cauliflower,Bangalore,252,8,32.5,37.58
Beans,Pune,363,3,33.0,35.0
Cauliflower,Mumbai,345,3,18.0,18.99
Potato,Patna,323,6,17.0,18.42
Cauliflower,Kolkata,270,5,25.0,26.79
Carrot,Chennai,223,4,33.5,37.03
Tomato,Bangalore,1162,6,19.0,20.9
Spinach,Delhi,229,7,27.0,29.79
Beans,Delhi,75,5,40.0,46.42
Cabbage,Delhi,528,9,15.0,17.56
Beans,Kolkata,172,8,39.0,45.05
Beans,Bangalore,478,5,34.0,37.86
Cauliflower,Hyderabad,719,6,25.5,27.37
Tomato,Kolkata,363,5,19.0,19.16
Onion,Patna,437,6,28.5,30.48
Cauliflower,Hyderabad,533,2,23.5,23.24
Brinjal,Mumbai,83,8,29.5,35.63
Potato,Pune,1130,6,20.5,21.12
Peas,Patna,136,4,35.0,36.0
Peas,Chennai,419,8,58.5,69.27
Carrot,Kolkata,88,5,30.5,32.78
Spinach,Hyderabad,96,6,18.5,20.0
Potato,Delhi,477,8,19.5,22.41
Cauliflower,Chennai,579,6,17.0,18.65
Brinjal,Bangalore,467,3,25.5,27.17
Carrot,Chennai,96,6,32.5,37.24
Onion,Mumbai,644,10,35.0,42.44
Potato,Hyderabad,716,3,15.5,16.43
Carrot,Chennai,245,9,38.0,46.89
Onion,Pune,1901,5,25.5,27.17
Tomato,Bangalore,303,5,20.5,22.3
Onion,Bangalore,844,1,29.0,30.84
Spinach,Hyderabad,91,5,17.5,18.42
Peas,Pune,70,6,61.5,69.72
Potato,Pune,837,7,20.0,22.17
Cauliflower,Kolkata,224,8,27.5,29.94
Potato,Hyderabad,1529,3,18.5,18.21
Peas,Mumbai,169,6,49.5,58.85
Onion,Pune,683,6,41.5,47.25
Peas,Bangalore,93,10,68.0,88.82
Beans,Delhi,484,5,37.5,42.54
Peas,Delhi,411,6,40.0,46.86
Spinach,Patna,44,4,14.5,14.62
Potato,Patna,2026,4,16.5,16.08
Cauliflower,Mumbai,464,10,27.0,32.47
Spinach,Mumbai,70,2,17.0,17.66
Carrot,Hyderabad,153,10,45.0,55.17
Beans,Delhi,160,7,53.5,63.61
Tomato,Mumbai,154,6,24.0,27.3
Cauliflower,Delhi,357,10,32.5,39.35
Tomato,Bangalore,246,10,28.0,33.68
Potato,Pune,997,4,15.0,15.37
Brinjal,Hyderabad,94,3,27.0,27.72
Potato,Patna,1059,7,20.5,22.18
Spinach,Hyderabad,108,10,26.0,30.82
Onion,Hyderabad,296,8,27.5,31.35
Potato,Bangalore,954,7,24.0,28.49
Spinach,Delhi,32,4,17.0,18.54
Onion,Kolkata,546,6,28.5,31.89
Spinach,Bangalore,90,3,20.5,21.82
Spinach,Bangalore,58,6,30.0,35.77
Peas,Pune,102,6,61.5,72.97
Carrot,Hyderabad,211,10,40.5,47.77
Spinach,Chennai,121,6,22.0,23.63
Tomato,Pune,289,4,30.5,32.15
Brinjal,Kolkata,202,2,25.5,24.96
Potato,Chennai,277,7,17.0,18.84
Tomato,Chennai,100,9,36.0,43.74
Cauliflower,Pune,130,6,29.5,32.65
Tomato,Hyderabad,546,10,35.5,41.18
Beans,Pune,132,3,33.5,34.62
Carrot,Bangalore,147,8,47.5,57.44
Beans,Bangalore,514,5,57.0,62.61
Peas,Pune,230,4,34.5,38.15
Brinjal,Delhi,132,10,34.0,42.81
Cabbage,Pune,190,7,13.5,14.9
Tomato,Chennai,484,4,19.5,20.45
Onion,Patna,266,7,33.0,35.67
Spinach,Kolkata,91,7,22.5,24.5
Beans,Patna,51,8,28.5,33.53
Beans,Mumbai,327,7,52.5,60.37
Cabbage,Kolkata,189,8,13.5,15.28
Carrot,Hyderabad,243,6,46.5,51.63
Beans,Bangalore,142,4,37.0,40.94
Potato,Mumbai,427,6,23.5,27.0
Carrot,Bangalore,120,8,39.0,47.23
Peas,Hyderabad,145,5,55.5,63.72
Spinach,Chennai,89,2,21.0,21.56
Tomato,Chennai,317,8,33.0,36.4
Beans,Kolkata,87,10,46.5,55.75
Brinjal,Mumbai,319,4,25.0,26.84
Cabbage,Mumbai,317,6,22.0,25.26
Brinjal,Bangalore,409,4,30.5,31.79
